id,date_updated,vehicle_id,vehicle_label,vehicle_current_status,position_latitude,position_longitude,geographic_point,position_speed,position_odometer,trip_schedule_relationship,trip_id,trip_start_date,trip_route_id,alcaldia
88,2021-01-27 18:00:02,499,541,0,19.43050003051757,-99.11509704589844,"19.4305000305,-99.1150970459",0,0,0,9755379,2020-04-28,241,Venustiano Carranza
89,2021-01-27 18:00:02,500,542,1,19.42720031738281,-99.11620330810548,"19.4272003174,-99.1162033081",0,558,0,9755398,2020-04-28,241,Venustiano Carranza
90,2021-01-27 18:00:02,501,543,1,19.43099975585937,-99.11540222167967,"19.4309997559,-99.1154022217",0,556,0,9755485,2020-04-28,241,Venustiano Carranza
91,2021-01-27 18:00:02,502,544,1,19.43880081176757,-99.1531982421875,"19.4388008118,-99.1531982422",4,0,0,9755558,2020-04-28,241,Cuauhtémoc
92,2021-01-27 18:00:02,505,547,0,19.42609977722168,-99.12999725341795,"19.4260997772,-99.1299972534",6,0,0,9755115,2020-04-28,241,Cuauhtémoc
93,2021-01-27 18:00:02,508,550,1,19.42530059814453,-99.12010192871094,"19.4253005981,-99.1201019287",1,59,0,9755750,2020-04-28,241,Venustiano Carranza
94,2021-01-27 18:00:02,511,553,0,19.42970085144043,-99.13639831542967,"19.4297008514,-99.1363983154",5,0,0,9755704,2020-04-28,241,Cuauhtémoc
95,2021-01-27 18:00:02,558,615,1,19.49049949645996,-99.09320068359376,"19.4904994965,-99.0932006836",11,328,0,9679305,2020-04-28,161,Gustavo A. Madero
96,2021-01-27 18:00:02,561,618,1,19.50690078735352,-99.08570098876952,"19.5069007874,-99.0857009888",0,762,0,9679435,2020-04-28,161,Gustavo A. Madero
97,2021-01-27 18:00:02,1179,623,1,19.45989990234375,-99.10579681396484,"19.4598999023,-99.105796814",4,465,0,9678878,2020-04-28,161,Gustavo A. Madero
98,2021-01-27 18:00:02,1075,702,0,19.51180076599121,-99.19609832763672,"19.511800766,-99.1960983276",0,122,2,0,,0,Azcapotzalco
99,2021-01-27 18:00:02,1079,706,0,19.476900100708008,-99.07250213623048,"19.4769001007,-99.0725021362",7,0,0,9741575,2020-04-28,61,Gustavo A. Madero
100,2021-01-27 18:00:02,1089,716,1,19.497499465942383,-99.1645965576172,"19.4974994659,-99.1645965576",0,487,0,9740871,2020-04-28,61,Azcapotzalco
101,2021-01-27 18:00:02,1091,718,1,19.491899490356445,-99.13860321044922,"19.4918994904,-99.1386032104",8,0,0,9740043,2020-04-28,61,Gustavo A. Madero
102,2021-01-27 18:00:02,1180,731,0,19.48789978027344,-99.1146011352539,"19.4878997803,-99.1146011353",6,0,0,9741199,2020-04-28,61,Gustavo A. Madero
103,2021-01-27 18:00:02,1181,732,1,19.488800048828125,-99.12830352783205,"19.4888000488,-99.1283035278",5,0,0,9741103,2020-04-28,61,Gustavo A. Madero
104,2021-01-27 18:00:02,1185,736,1,19.506999969482425,-99.19950103759766,"19.5069999695,-99.1995010376",0,161,2,0,,0,Azcapotzalco
105,2021-01-27 18:00:02,1117,764,1,19.49489974975586,-99.15339660644533,"19.4948997498,-99.1533966064",8,563,0,9740103,2020-04-28,61,Gustavo A. Madero
106,2021-01-27 18:00:02,1122,769,1,19.46910095214844,-99.06410217285156,"19.4691009521,-99.0641021729",8,308,0,9741259,2020-04-28,61,Gustavo A. Madero
107,2021-01-27 18:00:02,1135,787,1,0.0,-103.48899841308594,"0.0,-103.488998413",0,0,0,9739295,2020-04-28,61,
108,2021-01-27 18:00:02,1141,793,1,19.51110076904297,-99.19840240478516,"19.511100769,-99.1984024048",6,137,0,9740595,2020-04-28,61,Azcapotzalco
109,2021-01-27 18:00:02,1144,796,1,19.46949958801269,-99.064697265625,"19.469499588,-99.0646972656",4,0,0,9739455,2020-04-28,61,Gustavo A. Madero
110,2021-01-27 18:00:02,1146,798,1,19.483800888061523,-99.1177978515625,"19.4838008881,-99.1177978516",11,318,0,9739935,2020-04-28,61,Gustavo A. Madero
111,2021-01-27 18:00:02,711,811,1,19.487199783325195,-99.11389923095705,"19.4871997833,-99.113899231",0,157,2,0,,0,Gustavo A. Madero
112,2021-01-27 18:00:02,714,814,0,19.4281005859375,-99.16500091552734,"19.4281005859,-99.1650009155",1,0,0,9674201,2020-04-28,171,Cuauhtémoc
113,2021-01-27 18:00:02,719,819,0,19.4242000579834,-99.17389678955078,"19.424200058,-99.1738967896",10,0,0,9671366,2020-04-28,171,Cuauhtémoc
114,2021-01-27 18:00:02,730,830,0,19.431400299072266,-99.1584014892578,"19.4314002991,-99.1584014893",7,0,0,9671822,2020-04-28,171,Cuauhtémoc
115,2021-01-27 18:00:02,745,845,1,19.492799758911133,-99.12059783935548,"19.4927997589,-99.1205978394",0,1500,0,9672980,2020-04-28,171,Gustavo A. Madero
116,2021-01-27 18:00:02,749,901,0,19.43610000610352,-99.1489028930664,"19.4361000061,-99.1489028931",5,0,0,9671930,2020-04-28,171,Cuauhtémoc
117,2021-01-27 18:00:02,770,922,1,19.42679977416992,-99.19969940185548,"19.4267997742,-99.1996994019",0,377,2,0,,0,Miguel Hidalgo
118,2021-01-27 18:00:02,771,923,0,19.478500366210938,-99.12120056152344,"19.4785003662,-99.1212005615",0,0,0,9673280,2020-04-28,171,Gustavo A. Madero
119,2021-01-27 18:00:02,774,926,0,19.491600036621094,-99.12010192871094,"19.4916000366,-99.1201019287",0,73,2,0,,0,Gustavo A. Madero
120,2021-01-27 18:00:02,781,933,0,0.0,-103.48899841308594,"0.0,-103.488998413",0,6,2,0,,0,
121,2021-01-27 18:00:02,788,940,0,19.49329948425293,-99.12100219726562,"19.4932994843,-99.1210021973",0,0,0,9672609,2020-04-28,171,Gustavo A. Madero
122,2021-01-27 18:00:02,790,942,1,19.42679977416992,-99.19940185546876,"19.4267997742,-99.1994018555",0,401,2,0,,0,Miguel Hidalgo
123,2021-01-27 18:00:02,992,1019,1,19.38279914855957,-99.1760025024414,"19.3827991486,-99.1760025024",7,0,0,9731841,2020-04-28,367,Benito Juárez
124,2021-01-27 18:00:02,997,1024,1,19.41279983520508,-99.16629791259766,"19.4127998352,-99.1662979126",7,0,2,0,,0,Cuauhtémoc
125,2021-01-27 18:00:02,10016,1036,1,19.30139923095703,-99.18579864501952,"19.301399231,-99.185798645",12,233,0,9732076,2020-04-28,367,Tlalpan
126,2021-01-27 18:00:02,10019,1039,1,19.41959953308105,-99.16419982910156,"19.4195995331,-99.1641998291",3,0,0,9730466,2020-04-28,367,Cuauhtémoc
127,2021-01-27 18:00:02,10023,1043,1,19.41629981994629,-99.16519927978516,"19.4162998199,-99.1651992798",1,0,0,9730336,2020-04-28,367,Cuauhtémoc
128,2021-01-27 18:00:02,1159,1050,1,19.48990058898925,-99.12169647216795,"19.489900589,-99.1216964722",16,1176,0,9734093,2020-04-28,367,Gustavo A. Madero
129,2021-01-27 18:00:02,1255,1066,1,19.35260009765625,-99.18579864501952,"19.3526000977,-99.185798645",0,192,0,9729763,2020-04-28,367,Álvaro Obregón
130,2021-01-27 18:00:02,1257,1068,0,19.28300094604492,-99.17510223388672,"19.283000946,-99.1751022339",10,0,0,9732416,2020-04-28,367,Tlalpan
